Year,Player,Position,OBPM,DBPM
2013,Alan Anderson,SF,-1.8,-1
2013,James Anderson,SG,-1.5,-1
2013,Ryan Anderson,PF,4.5,-3.2
2013,Giannis Antetokounmpo,SF,-2.4,-0.1
2013,Carmelo Anthony,PF,5.8,-0.8
2013,Pero Antic,C,-1.6,-0.7
2013,Trevor Ariza,SF,1.3,1
2013,Darrell Arthur,SF,-4,0.8
2013,Omer Asik,C,-1.2,-0.3
2013,D.J. Augustin,PG,1.9,-0.4
2013,Jeff Ayres,PF,-3,1
2013,J.J. Barea,PG,-0.9,-1.8
2013,Andrea Bargnani,C,-0.7,-1.6
2013,Harrison Barnes,SF,-2.2,0.5
2013,Matt Barnes,SF,-0.4,0.2
2013,Brandon Bass,PF,-0.6,-0.6
2013,Shane Battier,SF,-0.6,0.6
2013,Nicolas Batum,SF,2.2,1.2
2013,Jerryd Bayless,PG,-1.6,-0.2
2013,Kent Bazemore,SG,-3,-0.2
2013,Bradley Beal,SG,0.3,-0.7
2013,Michael Beasley,SF,-1.1,-0.9
2013,Marco Belinelli,SF,1,0.3
2013,Patrick Beverley,PG,-0.3,0.9
2013,Bismack Biyombo,C,-2.9,1.7
2013,DeJuan Blair,PF,-1.2,0.1
2013,Steve Blake,PG,-1.2,0.1
2013,Andray Blatche,PF,0.1,-0.1
2013,Eric Bledsoe,PG,2.3,0.7
2013,Andrew Bogut,C,-0.2,3.2
2013,Trevor Booker,PF,-0.5,0.4
2013,Carlos Boozer,PF,-2.3,0.2
2013,Chris Bosh,C,1.3,-0.4
2013,Avery Bradley,SG,-1.1,-0.8
2013,Elton Brand,C,-2.4,1.6
2013,Corey Brewer,SF,-1.7,1.5
2013,Aaron Brooks,PG,-0.2,-0.8
2013,Chase Budinger,SF,-1.7,-0.8
2013,Trey Burke,PG,0,-2.6
2013,Alec Burks,SG,0.2,-1
2013,Caron Butler,SF,-0.6,-0.8
2013,Jimmy Butler,SG,-0.9,2
2013,Will Bynum,PG,-0.6,-1.5
2013,Nick Calathes,SG,-2.5,1.6
2013,Jose Calderon,PG,2.5,-0.7
2013,Kentavious Caldwell-Pope,SG,-3,0.5
2013,DeMarre Carroll,SF,-0.1,0.7
2013,Vince Carter,SG,1.8,-0.5
2013,Michael Carter-Williams,PG,-0.2,-0.2
2013,Omri Casspi,PF,-0.4,0
2013,Mario Chalmers,PG,-0.3,0.5
2013,Tyson Chandler,C,0.3,-0.1
2013,Wilson Chandler,SF,-0.1,-0.6
2013,Earl Clark,PF,-2.5,-0.1
2013,Norris Cole,PG,-2.8,-0.4
2013,Darren Collison,PG,1.1,0.4
2013,Nick Collison,PF,-1.3,0.5
2013,Mike Conley,PG,3.4,0.3
2013,DeMarcus Cousins,C,3.6,1.6
2013,Jamal Crawford,SG,3,-1.4
2013,Jordan Crawford,SG-PG,0.6,-1.2
2013,Jae Crowder,SF,-0.7,0.8
2013,Dante Cunningham,PF,-1.7,0.9
2013,Stephen Curry,PG,6.3,1.1
2013,Samuel Dalembert,C,-0.9,0.1
2013,Anthony Davis,PF,4,0.8
2013,Ed Davis,PF,-1.3,0.1
2013,Glen Davis,PF,-2.2,-0.3
2013,Matthew Dellavedova,SG,-1.6,-0.2
2013,Luol Deng,SF,0.6,-0.1
2013,DeMar DeRozan,SG,1.9,-0.3
2013,Boris Diaw,PF,0.4,0.9
2013,Gorgui Dieng,C,-2,0.9
2013,Chris Douglas-Roberts,SF,-1.1,0.5
2013,Goran Dragic,SG,4.1,-0.2
2013,Andre Drummond,C,2,-0.6
2013,Jared Dudley,SF,-1.4,-0.1
2013,Tim Duncan,C,1.2,2.1
2013,Mike Dunleavy,SF,-0.3,1.1
2013,Kevin Durant,SF,8.8,1.4
2013,Monta Ellis,SG,0.3,-0.5
2013,Jeremy Evans,SF,-0.7,-0.2
2013,Reggie Evans,PF,-2.8,-0.5
2013,Tyreke Evans,SF,1.3,-0.7
2013,Kenneth Faried,PF,1.2,-0.3
2013,Jordan Farmar,PG,0.8,-1.6
2013,Derrick Favors,PF,0,0.1
2013,Raymond Felton,PG,-0.5,-0.7
2013,Derek Fisher,SG,-1.8,1.2
2013,Evan Fournier,SG,-2,-0.9
2013,Randy Foye,SG,0.9,-0.3
2013,Enes Freedom,C,-1.2,-2.4
2013,Joel Freeland,C,-2.6,0
2013,Channing Frye,PF,0.4,0.3
2013,Francisco Garcia,SF,-0.7,0.6
2013,Kevin Garnett,C,-2.5,1.3
2013,Diante Garrett,PG,-4,-0.6
2013,Marc Gasol,C,1.1,2
2013,Pau Gasol,C,1,0.2
2013,Rudy Gay,SF,1.8,0
2013,Alonzo Gee,SF,-3.7,0.6
2013,Paul George,SF,2.7,2.1
2013,Taj Gibson,PF,-1.3,0.4
2013,Manu Ginobili,SG,2.8,1.2
2013,Eric Gordon,SG,1,-1.4
2013,Marcin Gortat,C,0.2,0.6
2013,Danny Granger,SF,-1.3,-0.1
2013,Danny Green,SG,1.2,2
2013,Draymond Green,SF,-1.7,3.6
2013,Gerald Green,SG,2,-0.6
2013,Jeff Green,SF,-0.2,-1.3
2013,Willie Green,SG,-3.1,-0.1
2013,Blake Griffin,PF,3.8,0.7
2013,Jordan Hamilton,SF,0.2,0.6
2013,Tyler Hansbrough,PF,-1.3,-0.6
2013,Tim Hardaway Jr.,SG,0,-1.8
2013,James Harden,SG,5.4,0.2
2013,Maurice Harkless,SF,-1.5,1.1
2013,Devin Harris,PG,0.3,-0.8
2013,Tobias Harris,PF,0,-0.7
2013,Spencer Hawes,C,0.3,0.2
2013,Chuck Hayes,C,-3.1,1.3
2013,Gordon Hayward,SF,1,-0.2
2013,Gerald Henderson,SG,-1.6,0.1
2013,Xavier Henry,SF,-2.4,-0.5
2013,John Henson,PF,-0.3,-0.2
2013,Roy Hibbert,C,-2.9,1.5
2013,JJ Hickson,PF,-0.4,-0.5
2013,Nene,PF,-0.9,1.2
2013,George Hill,PG,-0.1,1.7
2013,Jordan Hill,PF,0.5,-1
2013,Kirk Hinrich,PG,-2.4,1.4
2013,Jrue Holiday,PG,1.2,-0.9
2013,Al Horford,C,2.2,0.8
2013,Dwight Howard,C,0.9,0.8
2013,Kris Humphries,PF,0.5,0.4
2013,Serge Ibaka,PF,1.1,0.6
2013,Andre Iguodala,SF,-0.1,2.4
2013,Ersan Ilyasova,PF,-1,-1.8
2013,Kyrie Irving,PG,3.6,-0.2
2013,Jarrett Jack,PG,-1.6,-0.5
2013,Reggie Jackson,PG,0.4,-0.3
2013,LeBron James,PF,7.8,1.1
2013,Al Jefferson,C,2.2,0.5
2013,Richard Jefferson,SF,-0.6,-0.9
2013,Brandon Jennings,PG,1.9,-1.9
2013,Jonas Jerebko,PF,-0.8,-0.7
2013,Amir Johnson,PF,-0.4,1.1
2013,Chris Johnson,SF,-1.2,0
2013,James Johnson,SF,1.6,2.9
2013,Joe Johnson,SG,2,-1.8
2013,Wesley Johnson,SF,-1.6,0.5
2013,Perry Jones III,PF,-1.2,-0.2
2013,Terrence Jones,PF,1.9,0.3
2013,DeAndre Jordan,C,0.9,1.6
2013,Cory Joseph,SG,-0.4,1.3
2013,Chris Kaman,C,-1.7,0.3
2013,Ryan Kelly,PF,-1.4,-0.1
2013,Michael Kidd-Gilchrist,SF,-2.9,0.8
2013,Andrei Kirilenko,PF,-1.1,0.8
2013,Brandon Knight,PG,1.7,-2.2
2013,Kyle Korver,SG,0.9,0.2
2013,Kosta Koufos,C,-1.5,0.1
2013,Jeremy Lamb,SG,-0.1,0.2
2013,Ty Lawson,PG,2.9,-0.5
2013,Courtney Lee,SG,0.1,0.8
2013,David Lee,PF,1.1,0.3
2013,Kawhi Leonard,SF,2.1,3
2013,Rashard Lewis,SF,-1.3,1
2013,Damian Lillard,PG,3.8,-0.6
2013,Jeremy Lin,PG,0.2,-0.4
2013,Shaun Livingston,PG,-0.6,1.1
2013,Robin Lopez,C,1.2,-0.1
2013,Kevin Love,PF,8.3,0.6
2013,Kyle Lowry,PG,4.1,0.6
2013,Shelvin Mack,PG,-0.6,-0.5
2013,Ian Mahinmi,C,-4.1,2.7
2013,Shawn Marion,SF,0.1,0.1
2013,Kendall Marshall,PG,0,-2.4
2013,Cartier Martin,SF,-0.9,-0.3
2013,Kevin Martin,SG,1.1,-0.8
2013,Wesley Matthews,SG,1.9,0.1
2013,O.J. Mayo,SG,-1,-2.4
2013,Luc Mbah a Moute,PF-SF,-3,0.2
2013,Ray McCallum,PG,-2.3,-0.8
2013,Ben McLemore,SG,-2.9,-1.1
2013,Josh McRoberts,PF,0.5,1.5
2013,Jodie Meeks,SG,0.4,-0.5
2013,Khris Middleton,SF,-1.2,-1.1
2013,CJ Miles,SG,1.5,0.9
2013,Andre Miller,SG,-0.3,1.1
2013,Darius Miller,SF,-2.8,0
2013,Mike Miller,SF,0.7,-0.3
2013,Quincy Miller,PF,-3.4,-0.4
2013,Patty Mills,PG,2.9,1.1
2013,Paul Millsap,PF,1.4,1.3
2013,Greg Monroe,PF,0.6,-0.6
2013,E'Twaun Moore,SG,-1.9,0.3
2013,Marcus Morris Sr.,SF,0.6,-0.1
2013,Markieff Morris,PF,0.8,0.2
2013,Anthony Morrow,SG,0.7,-1.6
2013,Donatas Motiejunas,PF,-3.2,-0.6
2013,Timofey Mozgov,C,-0.9,0
2013,Gary Neal,SG,-0.7,-2.3
2013,Jameer Nelson,PG,0.6,-1.7
2013,Andrew Nicholson,PF,-3.9,-1.2
2013,Joakim Noah,C,1.7,3.6
2013,Dirk Nowitzki,PF,5,0
2013,Jermaine O'Neal,PF,-1.6,0.2
2013,Kyle O'Quinn,C,-2.2,1.9
2013,Victor Oladipo,PG,-1.9,0.4
2013,Kelly Olynyk,C,-0.9,-0.3
2013,Travis Outlaw,SF,-1.1,-0.4
2013,Zaza Pachulia,C,-0.9,-0.9
2013,Tony Parker,PG,2,-1.2
2013,Chandler Parsons,SF,1.5,0.2
2013,Patrick Patterson,PF,0,0.5
2013,Chris Paul,PG,6,2.6
2013,Nikola Pekovic,C,2.2,-1.6
2013,Kendrick Perkins,C,-5,0.7
2013,Paul Pierce,SF,1.3,0.3
2013,Mason Plumlee,C,0.2,0.8
2013,Miles Plumlee,C,-1.4,0.1
2013,Phil Pressey,PG,-3.8,0.5
2013,Pablo Prigioni,PG,-0.3,0.8
2013,Tayshaun Prince,SF,-2.7,0.2
2013,Zach Randolph,PF,0.8,-0.9
2013,JJ Redick,SG,2.5,-0.8
2013,Luke Ridnour,PG,-3.2,-1.1
2013,Austin Rivers,PG,-2,-1.4
2013,Brian Roberts,PG,-0.1,-1.6
2013,Nate Robinson,PG,0.8,-0.3
2013,Thomas Robinson,PF,-2.7,-0.6
2013,Rajon Rondo,PG,0.3,-0.6
2013,Terrence Ross,SG,0,-0.2
2013,Ricky Rubio,PG,-0.6,1.7
2013,Robert Sacre,C,-3,-0.5
2013,John Salmons,SG-SF,-2.5,0.5
2013,Luis Scola,PF,-2.8,0.4
2013,Mike Scott,PF,0,-1.6
2013,Thabo Sefolosha,SG,-1.2,1.5
2013,Ramon Sessions,PG,0.7,-1.5
2013,Iman Shumpert,SG,-2.4,0.4
2013,Henry Sims,C,-0.8,-1.4
2013,Kyle Singler,SF,-0.7,-0.7
2013,Ish Smith,PG,-2,0.6
2013,JR Smith,SF,1,-1.2
2013,Jason Smith,PF,-2.4,-1.3
2013,Josh Smith,SF,-0.9,0.1
2013,Tony Snell,SG,-3.1,0.5
2013,Marreese Speights,C,-2.8,-0.9
2013,Tiago Splitter,C,-0.3,0.9
2013,Lance Stephenson,SG,0.4,1
2013,Greg Stiemsma,C,-3.6,1.9
2013,Amar'e Stoudemire,C,0.3,-1.8
2013,Rodney Stuckey,SG,-1.2,-1.7
2013,Jared Sullinger,PF,0.1,-1.5
2013,Jeff Teague,PG,1.2,-1.3
2013,Mirza Teletovic,SF,1.4,-1.6
2013,Isaiah Thomas,PG,3.9,-0.7
2013,Hollis Thompson,SF,-2.1,-1
2013,Jason Thompson,PF,-2.9,-0.4
2013,Klay Thompson,SG,0.9,-0.1
2013,Tristan Thompson,PF,-0.6,-1.5
2013,Marcus Thornton,SG,-0.4,-1.1
2013,Anthony Tolliver,PF,0.1,-0.1
2013,P.J. Tucker,SF,0.1,0.9
2013,Evan Turner,SF,-2.1,-1.2
2013,Ekpe Udoh,PF,-4.8,-0.1
2013,Jonas Valanciunas,C,-0.6,-0.7
2013,Anderson Varejao,C,0.3,1.1
2013,Greivis Vasquez,PG,1.1,-1.5
2013,Jan Vesely,PF,-3.3,2.2
2013,Nikola Vucevic,C,0.1,0
2013,Dwyane Wade,SG,2.9,0
2013,Dion Waiters,SG,-0.3,-1.2
2013,Kemba Walker,PG,1.4,0.3
2013,John Wall,PG,2.4,0.4
2013,Gerald Wallace,SF,-2.8,2
2013,C.J. Watson,PG,-1.1,2.3
2013,Martell Webster,SF,-0.1,-0.3
2013,David West,PF,0.8,1.8
2013,Russell Westbrook,PG,4.8,0.7
2013,Deron Williams,PG,1.9,-0.7
2013,Derrick Williams,SF-PF,-1.6,-0.5
2013,Elliot Williams,SG,-3.9,-1.7
2013,Lou Williams,PG,0.2,-1
2013,Marvin Williams,PF,0.3,-0.3
2013,Mo Williams,PG,-1.2,-0.8
2013,Shawne Williams,PF,-2.5,0.8
2013,Nate Wolters,PG,-0.8,-1
2013,Brandan Wright,C,3.4,0
2013,Dorell Wright,SF,0.4,0.5
2013,Tony Wroten,PG,-1.9,-1.8
2013,Nick Young,SG,1.4,-1.9
2013,Thaddeus Young,PF,0.4,-0.5
2013,Cody Zeller,C,-2.9,0.9
2013,Tyler Zeller,C,-1.8,-0.4
2014,Quincy Acy,PF,-2.1,-1
2014,Steven Adams,C,-1.5,0.2
2014,Arron Afflalo,SG,-1.4,-1.1
2014,Alexis Ajinca,C,-0.7,0.4
2014,Cole Aldrich,C,-0.8,1.1
2014,LaMarcus Aldridge,PF,3.2,-0.3
2014,Lavoy Allen,C,-0.5,0.5
2014,Tony Allen,SG,-1.5,3.1
2014,Al-Farouq Aminu,SF,-0.7,1.5
2014,Lou Amundson,PF,-4.1,-0.2
2014,Chris Andersen,C,0,1
2014,Alan Anderson,SG,-1.7,0.2
2014,Ryan Anderson,PF,1.8,-2.1
2014,Giannis Antetokounmpo,SG,-1.2,1.2
2014,Carmelo Anthony,SF,4.9,-1.9
2014,Pero Antic,C,-3,-1.2
2014,Trevor Ariza,SF,-0.1,1.1
2014,Darrell Arthur,PF,-2.4,0.7
2014,Omer Asik,C,-0.4,-0.9
2014,D.J. Augustin,PG,0.4,-1.6
2014,Luke Babbitt,SF,0,-0.3
2014,Leandro Barbosa,SG,0,0.4
2014,J.J. Barea,PG,0.8,-1.1
2014,Andrea Bargnani,C,1.1,-2.2
2014,Harrison Barnes,SF,0.2,-0.1
2014,Matt Barnes,SF,-0.5,0.2
2014,Will Barton,SG,-1.2,1.1
2014,Brandon Bass,PF,0.5,-0.5
2014,Nicolas Batum,SF,0.3,1.8
2014,Jerryd Bayless,PG,-2.5,0.4
2014,Aron Baynes,C,-1.4,-0.4
2014,Kent Bazemore,SG,-3.2,1.1
2014,Bradley Beal,SG,-0.1,0.2
2014,Marco Belinelli,SG,-0.3,-0.7
2014,Anthony Bennett,PF,-2.5,-1.4
2014,Patrick Beverley,PG,-0.4,0.5
2014,Bismack Biyombo,C,-2.4,1.3
2014,Tarik Black,C,-1,-1.1
2014,Steve Blake,PG,-1.8,0
2014,Eric Bledsoe,PG,1.6,0.5
2014,Bojan Bogdanovic,SF,-0.3,-1.4
2014,Andrew Bogut,C,-0.9,3.3
2014,Matt Bonner,PF,-0.5,-0.2
2014,Trevor Booker,PF,-0.3,0.1
2014,Carlos Boozer,PF,-0.5,-1.2
2014,Chris Bosh,C,2.5,-1.3
2014,Avery Bradley,SG,-1.5,-0.6
2014,Corey Brewer,SF,-1.2,0.2
2014,Aaron Brooks,PG,0.3,-1.1
2014,Markel Brown,SG,-3,0.4
2014,Kobe Bryant,SG,2,-1.7
2014,Chase Budinger,SF,-0.5,-1.3
2014,Trey Burke,PG,-0.1,-1.3
2014,Alec Burks,SG,-0.5,-1.2
2014,Caron Butler,SF,-1.9,0.1
2014,Jimmy Butler,SG,3.4,1.2
2014,Rasual Butler,SF,-0.5,-0.3
2014,Nick Calathes,SG,-3.1,3.2
2014,Jose Calderon,PG,-1.1,-2
2014,Kentavious Caldwell-Pope,SG,-1.3,-0.4
2014,Isaiah Canaan,PG,0.1,-0.9
2014,DeMarre Carroll,SF,1.2,0.4
2014,Vince Carter,SG,-2.1,0.4
2014,Michael Carter-Williams,PG,-1.3,0.3
2014,Omri Casspi,SF,0.3,-1.1
2014,Mario Chalmers,PG,-2.6,0.1
2014,Tyson Chandler,C,2.4,0.2
2014,Wilson Chandler,SF,0.2,-0.7
2014,Jordan Clarkson,PG,1.2,-0.9
2014,Norris Cole,PG,-2.1,-0.7
2014,Darren Collison,PG,2.3,-0.2
2014,Nick Collison,PF,-1.9,0.9
2014,Mike Conley,PG,2.6,0.2
2014,Chris Copeland,SF,-2.5,-1.2
2014,DeMarcus Cousins,C,2.8,1.5
2014,Robert Covington,SF,0.3,0.4
2014,Jamal Crawford,SG,1.9,-1.2
2014,Jae Crowder,SF,-0.2,0.7
2014,Dante Cunningham,PF,-2.8,0.4
2014,Stephen Curry,PG,8.2,1.7
2014,Anthony Davis,PF,6.6,2.3
2014,Ed Davis,PF,1.4,0.1
2014,Glen Davis,PF,-3.9,0.8
2014,Dewayne Dedmon,C,-3.3,-0.2
2014,Matthew Dellavedova,SG,-2,-0.8
2014,Luol Deng,SF,1.1,-1.1
2014,DeMar DeRozan,SG,0.5,-1.4
2014,Boris Diaw,PF,-0.6,0.2
2014,Gorgui Dieng,C,-0.1,0.3
2014,Joey Dorsey,PF,-3.8,0.7
2014,Goran Dragic,SG-PG,1.6,-0.8
2014,Andre Drummond,C,0.6,-0.7
2014,Jared Dudley,SG,-0.5,1
2014,Tim Duncan,C,2.3,2.8
2014,Mike Dunleavy,SF,-0.3,0.2
2014,Kevin Durant,SF,8.6,1.4
2014,Wayne Ellington,SG,-0.5,-1.8
2014,Monta Ellis,SG,0,-0.1
2014,James Ennis III,SF,-1,-0.5
2014,Reggie Evans,PF,-1.6,-0.8
2014,Tyreke Evans,SG,1.4,-0.2
2014,Dante Exum,PG,-3.6,-0.7
2014,Kenneth Faried,PF,0.6,-0.7
2014,Derrick Favors,PF,1.9,0.6
2014,Evan Fournier,SG,-0.5,-1.3
2014,Randy Foye,SG,-0.3,-0.9
2014,Enes Freedom,C,1.6,-2.5
2014,Channing Frye,PF,-1.5,-0.1
2014,Danilo Gallinari,SF,2.6,-0.2
2014,Langston Galloway,PG,-1.5,-0.9
2014,Kevin Garnett,PF,-1.2,1.9
2014,Marc Gasol,C,2.7,2.4
2014,Pau Gasol,PF,2.9,0.6
2014,Rudy Gay,SF,3.4,-0.7
2014,Taj Gibson,PF,-0.5,0.1
2014,Manu Ginobili,SG,0.9,0.9
2014,Rudy Gobert,C,1.7,2.5
2014,Drew Gooden,PF,-1.5,0.1
2014,Aaron Gordon,PF,-2.6,-0.1
2014,Ben Gordon,SG,-2,-2.2
2014,Eric Gordon,SG,0.2,-1.2
2014,Marcin Gortat,C,0.6,0.9
2014,Jerami Grant,SF,-3.9,0.6
2014,Danny Green,SG,2.6,2
2014,Draymond Green,PF,0.7,2.8
2014,Gerald Green,SG,1.2,-1.5
2014,Jeff Green,SF,0.5,-0.7
2014,Willie Green,SG,-3.2,-1
2014,Blake Griffin,PF,3.8,0.2
2014,Justin Hamilton,C,-0.5,-0.4
2014,Tyler Hansbrough,PF,-0.7,-0.6
2014,Tim Hardaway Jr.,SG,0.2,-3
2014,James Harden,SG,7,1.8
2014,Devin Harris,PG,0.6,0.8
2014,Gary Harris,SG,-5.6,0.3
2014,Tobias Harris,SF,1.1,-0.6
2014,Udonis Haslem,PF,-3,-0.8
2014,Spencer Hawes,PF,-3,0.7
2014,Gordon Hayward,SF,3.5,0.5
2014,Gerald Henderson,SG,-1.3,0
2014,John Henson,C,-1.5,2.2
2014,Roy Hibbert,C,-1.8,0.6
2014,JJ Hickson,C,-1.6,-1.1
2014,Nene,PF,-1.7,0.9
2014,George Hill,PG,4.1,1.2
2014,Jordan Hill,C,-0.6,-1.6
2014,Solomon Hill,SF,-2,0.5
2014,Kirk Hinrich,SG,-3.8,0
2014,Jrue Holiday,PG,2.5,0.3
2014,Rodney Hood,SG,-1,0.3
2014,Al Horford,C,2.6,1.5
2014,Dwight Howard,C,-0.3,-0.1
2014,Robbie Hummel,SF,-2.7,-1.4
2014,Kris Humphries,PF,-1,0
2014,Serge Ibaka,PF,0.5,0.4
2014,Andre Iguodala,SF,-0.4,1.4
2014,Ersan Ilyasova,PF,1.6,-0.5
2014,Joe Ingles,SF,-2.3,1.1
2014,Kyrie Irving,PG,4.4,-0.4
2014,Jarrett Jack,PG,-0.4,-0.7
2014,Reggie Jackson,PG,1.8,-0.6
2014,LeBron James,SF,6.1,1
2014,Al Jefferson,C,0.9,0.7
2014,Richard Jefferson,SF,-0.8,0
2014,Brandon Jennings,PG,4,-0.6
2014,Jonas Jerebko,PF,0.2,0.6
2014,Amir Johnson,PF,0,-0.1
2014,James Johnson,PF,0.7,1.7
2014,Joe Johnson,SG,0.7,-0.8
2014,Wesley Johnson,SF,-1.1,-0.8
2014,Terrence Jones,PF,0.7,0.5
2014,DeAndre Jordan,C,2.2,0.7
2014,Cory Joseph,PG,0.2,1.3
2014,Chris Kaman,C,-0.8,0.1
2014,Ryan Kelly,PF,-3,-0.3
2014,Michael Kidd-Gilchrist,SF,-1.1,0.6
2014,Brandon Knight,PG-SG,1.9,-0.3
2014,Kyle Korver,SG,2.4,0.4
2014,Kosta Koufos,C,-2,0.7
2014,Carl Landry,PF,-0.5,-1.7
2014,Shane Larkin,PG,-3,0.2
2014,Zach LaVine,PG,-2.2,-2.5
2014,Ty Lawson,PG,3,-0.9
2014,Courtney Lee,SG,-1,0.5
2014,David Lee,PF,0.1,0.8
2014,Alex Len,C,-2.8,1
2014,Kawhi Leonard,SF,2.8,3.1
2014,Meyers Leonard,C,0.1,0.5
2014,Jon Leuer,PF,-2.5,-0.3
2014,Damian Lillard,PG,4.3,0.3
2014,Jeremy Lin,PG,0.1,-0.5
2014,Shaun Livingston,PG,-1.4,0.6
2014,Brook Lopez,C,1.8,-0.7
2014,Robin Lopez,C,0.1,0.1
2014,Kevin Love,PF,3.2,-0.4
2014,Kyle Lowry,PG,3.2,-0.1
2014,Shelvin Mack,PG,-0.7,-1
2014,Ian Mahinmi,C,-3.6,1.2
2014,Shawn Marion,SF,-0.9,-0.1
2014,Kevin Martin,SG,1.7,-2.4
2014,Wesley Matthews,SG,2,1.1
2014,Jason Maxiell,PF,-3.8,0.6
2014,O.J. Mayo,SG,-0.2,-0.4
2014,Luc Mbah a Moute,PF,-2.7,-0.1
2014,Ray McCallum,PG,-0.9,-1.1
2014,CJ McCollum,SG,-1.3,0.8
2014,KJ McDaniels,SG,-3.1,0.3
2014,Ben McLemore,SG,-1.3,-0.9
2014,Jodie Meeks,SG,-0.3,-0.2
2014,Khris Middleton,SF,0.5,1.1
2014,CJ Miles,SG,0.8,0
2014,Andre Miller,PG,-1.1,-1
2014,Mike Miller,SF,-3.7,0.3
2014,Patty Mills,PG,0,-0.2
2014,Elijah Millsap,SG,-5.1,2.1
2014,Paul Millsap,PF,1.7,1.7
2014,Nikola Mirotic,PF,1.4,1
2014,Greg Monroe,PF,2,0
2014,Marcus Morris Sr.,PF,0.1,0
2014,Markieff Morris,PF,-0.5,0.2
2014,Anthony Morrow,SG,1.9,-0.1
2014,Donatas Motiejunas,PF,-0.4,-0.1
2014,Timofey Mozgov,C,-0.6,-0.1
2014,Shabazz Muhammad,SG,3.5,-2.7
2014,Shabazz Napier,PG,-2.7,-0.5
2014,Gary Neal,SG,-2.1,-1.3
2014,Jameer Nelson,PG,-0.1,-0.9
2014,Joakim Noah,C,0.1,2
2014,Nerlens Noel,C,-2.6,2.3
2014,Dirk Nowitzki,PF,2.7,-0.5
2014,Jusuf Nurkic,C,-3.7,0.9
2014,Kyle O'Quinn,PF,-1.7,1.5
2014,Victor Oladipo,SG,-0.1,-0.3
2014,Kelly Olynyk,C,-0.5,0.9
2014,Zaza Pachulia,C,-0.4,0.8
2014,Kostas Papanikolaou,SF,-2.4,0.4
2014,Jabari Parker,PF,-0.1,-0.4
2014,Tony Parker,PG,0.1,-1.4
2014,Chandler Parsons,SF,2,-0.4
2014,Patrick Patterson,PF,2.3,0.2
2014,Chris Paul,PG,6.4,1.6
2014,Adreian Payne,PF,-5,-2
2014,Elfrid Payton,PG,-1.5,0.3
2014,Nikola Pekovic,C,0.3,-2.3
2014,Kendrick Perkins,C,-5.5,0.1
2014,Paul Pierce,SF,1.2,0.3
2014,Mason Plumlee,C,-0.2,0.3
2014,Miles Plumlee,C,-1.5,1
2014,Quincy Pondexter,SF-SG,-1.1,-1
2014,Otto Porter Jr.,SF,-1.1,0.6
2014,Ronnie Price,PG,-3.5,0.9
2014,Pablo Prigioni,PG,-1.4,1.3
2014,Tayshaun Prince,SF,-0.4,-0.2
2014,Zach Randolph,PF,1.4,-0.1
2014,JJ Redick,SG,2.9,-1.6
2014,Austin Rivers,PG-SG,-2.5,-0.3
2014,Andre Roberson,SG,-2.4,1.7
2014,Brian Roberts,PG,-1.5,-0.2
2014,Thomas Robinson,PF,-2.3,0.3
2014,Rajon Rondo,PG,-1.1,0.3
2014,Derrick Rose,PG,1.6,-2.2
2014,Terrence Ross,SF,-0.1,-1.3
2014,Damjan Rudez,SF,-1.7,-0.6
2014,Robert Sacre,C,-2.9,-0.6
2014,JaKarr Sampson,SF,-4.2,0
2014,Dennis Schroder,PG,-0.1,-1.2
2014,Luis Scola,PF,-0.5,0.2
2014,Mike Scott,PF,0.6,-1.1
2014,Thabo Sefolosha,SF,-0.8,1.8
2014,Kevin Seraphin,C,-4.1,0.3
2014,Ramon Sessions,PG,-1.8,-0.9
2014,Iman Shumpert,SG,-1.5,0.7
2014,Alexey Shved,SG,3.7,-0.8
2014,Henry Sims,C,-2.1,-0.7
2014,Kyle Singler,SF,-2.1,0
2014,Donald Sloan,PG,0,-0.1
2014,Marcus Smart,PG,-1.9,1.5
2014,Ish Smith,PG,-1.6,-0.9
2014,JR Smith,SG,0.7,0
2014,Jason Smith,C,-2.4,-1.4
2014,Josh Smith,PF,-0.6,1.2
2014,Tony Snell,SF,-1.3,-0.1
2014,Marreese Speights,C,-0.9,-1.1
2014,Tiago Splitter,C,0.8,1.5
2014,Nik Stauskas,SG,-2.4,-1
2014,Lance Stephenson,SG,-4.3,-0.1
2014,Amar'e Stoudemire,PF,1,-0.9
2014,Rodney Stuckey,PG,0.1,0.2
2014,Jared Sullinger,PF,1.3,-0.2
2014,Jeff Teague,PG,2.7,0.3
2014,Mirza Teletovic,PF,-1,-0.6
2014,Garrett Temple,SG,-2,2.6
2014,Jason Terry,SG,-0.1,0.6
2014,Isaiah Thomas,PG,4.1,-0.9
2014,Lance Thomas,PF-SF,-3.9,-1.7
2014,Hollis Thompson,SG,-1.6,-0.3
2014,Jason Thompson,PF,-2.6,-0.2
2014,Klay Thompson,SG,4.5,-0.1
2014,Tristan Thompson,PF,0.1,-1.4
2014,Marcus Thornton,SG,1.6,-0.4
2014,Anthony Tolliver,PF,-0.6,-0.8
2014,P.J. Tucker,SF,-0.7,1
2014,Hedo Turkoglu,SF,-0.1,-0.1
2014,Evan Turner,SG,-1.8,0.8
2014,Beno Udrih,PG,0.3,0.3
2014,Jonas Valanciunas,C,1.4,-0.9
2014,Greivis Vasquez,PG,0.4,-1.4
2014,Nikola Vucevic,C,2,-1.2
